Year,Month,State,Location,Food,Ingredient,Species,Genus,Status,Illnesses,Hospitalizations,Fatalities
2010,October,Massachusetts,Restaurant,,,Campylobacter jejuni,Campylobacter,Confirmed,3,0,0
2010,February,Colorado,Restaurant,"Liver, Beef","Liver, Beef",Campylobacter jejuni,Campylobacter,Confirmed,2,0,0
2010,March,Illinois,,Raw Milk,,Campylobacter jejuni,Campylobacter,Confirmed,2,0,0
2010,May,Massachusetts,,"Milk, Whole Milk Unpasteurized",,Campylobacter jejuni,Campylobacter,Confirmed,2,1,0
2010,November,New York,Residence,"Fish, Grouper",,Ciguatoxin,Ciguatoxin,Confirmed,11,0,0
2010,August,New York,Residence,Barracuda,"Fish, Baracuda",Ciguatoxin,Ciguatoxin,Confirmed,6,2,0
2010,August,New York,Residence,"Fish, Baracuda","Fish, Baracuda",Ciguatoxin,Ciguatoxin,Confirmed,4,1,0
2010,April,California,,"Fish, Mackeral",,Ciguatoxin,Ciguatoxin,Confirmed,2,0,0
2010,August,New York,Restaurant,Barracuda,"Fish, Baracuda",Ciguatoxin,Ciguatoxin,Confirmed,2,0,0
2010,February,North Carolina,,,,Clostridium perfringens,Clostridium,Confirmed,353,0,0
2010,April,South Carolina,Prison,"Spaghetti, Unspecified",,Clostridium perfringens,Clostridium,Confirmed,250,0,0
2010,November,Kansas,Residence,Turkey,Turkey,Clostridium perfringens,Clostridium,Confirmed,135,1,0
2010,May,Louisiana,,,,Clostridium perfringens,Clostridium,Confirmed,54,3,3
2010,January,Missouri,Restaurant,"Taco, Beef; Rice",,Clostridium perfringens,Clostridium,Confirmed,48,0,0
2010,June,Iowa,,"Pork, Bbq",,Clostridium perfringens,Clostridium,Confirmed,35,2,0
2010,April,New York,Prison,Mexican Corn,,Clostridium perfringens,Clostridium,Confirmed,32,0,0
2010,August,Kansas,Residence,Ground Beef,,Clostridium perfringens,Clostridium,Confirmed,28,2,0
2010,May,Minnesota,Restaurant,Meats,,Clostridium perfringens,Clostridium,Confirmed,24,0,0
2010,September,New York,Catering Service,Roast Beef,Beef,Clostridium perfringens,Clostridium,Confirmed,22,0,0
2010,March,Virginia,Residence,Taco Meat,Ground Beef,Clostridium perfringens,Clostridium,Confirmed,20,0,0
2010,September,Minnesota,Catering Service,"Turkey, Other",,Clostridium perfringens,Clostridium,Confirmed,18,0,0
2010,June,Georgia,Office,"Ground Beef, Meatloaf",,Clostridium perfringens,Clostridium,Confirmed,13,1,0
2010,May,Wisconsin,Residence,"Chicken, Other",,Clostridium perfringens,Clostridium,Confirmed,10,0,0
2010,July,Washington,,Meats,,Clostridium perfringens,Clostridium,Confirmed,9,0,0
2010,April,South Carolina,Restaurant,"Refried Beans, Unspecified",,Clostridium perfringens,Clostridium,Confirmed,7,0,0
2010,April,Washington,Restaurant,Beef,,Clostridium perfringens,Clostridium,Confirmed,4,0,0
2010,March,Alaska,,"Seal, Blubber; Seal, Oil",,Clostridium botulinum,Clostridium,Confirmed,2,1,0
2010,December,Alaska,Residence,"Salmon, Salted",,Clostridium botulinum,Clostridium,Confirmed,2,1,0
2010,October,Multistate,Grocery Store,Gouda Cheese (Unpasteurized Milk),"Milk, Unpasteurized","Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,38,15,0
2010,April,Multistate,Fast Food Restaurant; Fair/Festival; School,"Romaine Lettuce, Unspecified",Romaine Lettuce,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,31,14,0
2010,July,Arizona,Fast Food Restaurant,Pico De Gallo,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,16,5,0
2010,July,Minnesota,Unknown,Mexican Wheat Snack,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,11,4,0
2010,June,Multistate,Residence,Bison,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,10,0,0
2010,May,Multistate,Grocery Store,Ground Beef,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,9,0,0
2010,May,Minnesota,,Dairy,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,8,5,0
2010,July,Ohio,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,8,3,0
2010,August,Multistate,Residence,Ground Beef,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,8,5,0
2010,December,Multistate,Residence,"Nuts, Hazelnuts",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,8,3,0
2010,March,Hawaii,Restaurant,,,"Escherichia (E. coli) coli, Enteropathogenic",Escherichia (E. coli),Confirmed,7,4,0
2010,February,California,Unknown,"Ground Beef, Unspecified",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,7,0,0
2010,October,Maryland,,"Apple Cider, Unpasteurized",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,7,4,0
2010,November,Multistate,,Sausage,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,7,3,0
2010,February,Washington,,"Milk, Whole Milk Unpasteurized",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,6,0,0
2010,September,Idaho,Fair/Festival,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,6,3,0
2010,June,Oregon,Unknown,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,4,4,0
2010,June,Utah,,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,4,0,0
2010,February,Tennessee,Residence,"Milk, Whole Milk Unpasteurized",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,0,0
2010,June,Multistate,,Ground Beef,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,0,0
2010,June,New York,,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,1,1
2010,August,Maine,,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,1,0
2010,October,Idaho,Residence,"Beef(Fresly Killed Cow), Raw And/Or Undercooked",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,3,0
2010,December,Illinois,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,3,1,0
2010,March,Colorado,Restaurant,,,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,1,0
2010,May,Washington,,"Milk, Whole Milk Unpasteurized",,"Escherichia (E. coli) coli, Shiga toxin-producing",Escherichia (E. coli),Confirmed,2,1,0
2010,May,Virginia,Restaurant,,,Giardia intestinalis,Giardia,Confirmed,5,1,0
2010,November,California,,Cake,,Hepatitis A,Hepatitis,Confirmed,6,1,0
2010,August,Ohio,Residence,"Grapes, Unspecified",,Hepatitis A,Hepatitis,Confirmed,5,5,0
2010,February,Washington,Fast Food Restaurant,"Burrito, Unspecified",,Hepatitis A,Hepatitis,Confirmed,2,0,0
2010,May,Hawaii,,"Fish, Wahoo",,Histamine,Histamine,Confirmed,2,0,0
2010,June,Multistate,Residence,"Cheese, Pasteurized",,Listeria monocytogenes,Listeria,Confirmed,34,32,4
2010,January,Multistate,Hospital,"Ice Cream, Commercial",,Listeria monocytogenes,Listeria,Confirmed,10,10,3
2010,January,Texas,,"Celery, Unspecified",,Listeria monocytogenes,Listeria,Confirmed,10,10,5
2010,March,Multistate,Residence,"Mexican Style Cheese, Pasteurized",,Listeria monocytogenes,Listeria,Confirmed,6,4,1
2010,December,Washington,Hospital,,,Listeria monocytogenes,Listeria,Confirmed,4,4,0
2010,June,Washington,,"Sushi, Unspecified",,Listeria monocytogenes,Listeria,Confirmed,2,1,0
2010,January,Wisconsin,Fast Food Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,205,0,0
2010,August,Massachusetts,Catering Service,Chicken Salad,,Norovirus genogroup I,Norovirus,Confirmed,155,0,0
2010,February,Missouri,Banquet Facility,Fruit Salad,Grapes; Melon; Pineapple,Norovirus genogroup II,Norovirus,Confirmed,139,1,0
2010,May,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,137,0,0
2010,April,Kansas,Residence,"Cake, Chocolate",,Norovirus genogroup II,Norovirus,Confirmed,101,1,0
2010,June,Ohio,Banquet Facility,,,Norovirus genogroup II,Norovirus,Confirmed,95,0,0
2010,March,Ohio,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,75,0,0
2010,February,Colorado,Assisted Living Facility,,,Norovirus,Norovirus,Confirmed,71,0,0
2010,July,Tennessee,,Pasta Salad,,Norovirus genogroup II,Norovirus,Confirmed,71,0,0
2010,January,Michigan,Restaurant,"Cake, Unspecified; Doughnuts, Unspecified; Cookies, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,68,2,0
2010,April,Washington,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,67,2,0
2010,November,Ohio,Banquet Facility,,,Norovirus genogroup II,Norovirus,Confirmed,66,0,0
2010,April,Missouri,,,,Norovirus genogroup I,Norovirus,Confirmed,63,1,0
2010,June,Colorado,Camp,Chicken Sandwich,,Norovirus unknown,Norovirus,Confirmed,50,0,0
2010,April,New York,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,48,0,0
2010,January,New York,Office,Green Salad,Leafy Green,Norovirus,Norovirus,Confirmed,45,2,0
2010,July,Wisconsin,Catering Service,,,Norovirus genogroup I,Norovirus,Confirmed,45,0,0
2010,February,Wisconsin,School,Nachos And Cheese,Lettuce; Tomato,Norovirus genogroup II,Norovirus,Confirmed,44,0,0
2010,October,Wisconsin,Banquet Facility,Salads,,Norovirus genogroup II,Norovirus,Confirmed,44,0,0
2010,October,Illinois,Camp,,,Norovirus genogroup I,Norovirus,Confirmed,41,0,0
2010,March,Hawaii,Restaurant; Residence,,,Norovirus genogroup II,Norovirus,Confirmed,40,0,0
2010,November,Ohio,Restaurant,"Sushi, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,39,2,0
2010,September,California,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,39,0,0
2010,April,Minnesota,Restaurant,"Salad, Unspecified; Vegetables",,Norovirus genogroup I,Norovirus,Confirmed,38,0,0
2010,December,Oregon,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,38,3,0
2010,January,New Jersey,Catering Service,,,Norovirus,Norovirus,Confirmed,36,0,0
2010,December,New Mexico,Restaurant,"Guacamole; Beans, Unspecified",,Norovirus,Norovirus,Confirmed,36,0,0
2010,May,Michigan,Catering Service,,,Norovirus genogroup I,Norovirus,Confirmed,36,0,0
2010,January,Connecticut,Restaurant,"Canoli, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,36,0,0
2010,April,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,36,0,0
2010,April,Connecticut,Banquet Facility,,,Norovirus genogroup II,Norovirus,Confirmed,34,0,0
2010,April,Wyoming,Banquet Facility,"Multiple Salads; Unspecified Fish; Couscous; Zucchini; Mousse; Water; Ice; Soup, Other Vegetable-Based; Soup, Speciality, Other; Enchiladas; Red Salsa; Chips, Tortilla; Ranch Dressing; Refried Beans, Unspecified; Melon, Unspecified; Cake; Salad Dressings; Pork, Sweet And Sour; Mixed Vegetables; Egg Rolls; Banana, Unspecified; Cookies",,Norovirus genogroup II,Norovirus,Confirmed,33,1,0
2010,February,Connecticut,Office,,,Norovirus genogroup II,Norovirus,Confirmed,32,0,0
2010,February,Illinois,Restaurant,Pickles; Bun,,Norovirus genogroup II,Norovirus,Confirmed,32,0,0
2010,June,Illinois,Restaurant,"Lettuce; Cilantro, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,32,0,0
2010,December,Minnesota,,,,Norovirus genogroup II,Norovirus,Confirmed,32,0,0
2010,February,Florida,Fast Food Restaurant,,,Norovirus,Norovirus,Confirmed,31,1,0
2010,December,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,31,0,0
2010,January,New York,Restaurant,Salads; Tuna Salad; Egg Salad,Leaf Lettuce; Leafy Green,Norovirus,Norovirus,Confirmed,30,2,0
2010,January,Maryland,Grocery Store,,,Norovirus genogroup II,Norovirus,Confirmed,30,0,0
2010,December,Virginia,Fast Food Restaurant,,,Norovirus unknown,Norovirus,Confirmed,30,1,0
2010,October,Minnesota,Restaurant,Beverages; Water; Ice,,Norovirus genogroup II,Norovirus,Confirmed,29,0,0
2010,June,Minnesota,Banquet Facility,,,Norovirus,Norovirus,Confirmed,28,1,0
2010,October,Maryland,Banquet Facility,,,Norovirus genogroup I,Norovirus,Confirmed,28,0,0
2010,February,Illinois,Restaurant,Gelato; Sorbet,,Norovirus genogroup II,Norovirus,Confirmed,28,0,0
2010,January,Minnesota,Residence,,,Norovirus genogroup II,Norovirus,Confirmed,27,0,0
2010,March,Connecticut,Restaurant,Garden Salad,,Norovirus genogroup II,Norovirus,Confirmed,27,0,0
2010,March,Wisconsin,Restaurant,Potato Salad,,Norovirus genogroup II,Norovirus,Confirmed,27,0,0
2010,April,Rhode Island,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,27,1,0
2010,December,Florida,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,27,0,0
2010,January,Colorado,Restaurant,"Guacamole; Pizza, Vegetable",,Norovirus,Norovirus,Confirmed,26,0,0
2010,February,Texas,,,,Norovirus,Norovirus,Confirmed,26,0,0
2010,August,Oregon,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,26,0,0
2010,December,Illinois,Banquet Facility,"Macaroni Salad; Gravy, Beef; Beef,Sliced; Potatoes",,Norovirus genogroup II,Norovirus,Confirmed,26,0,0
2010,September,California,Banquet Facility,"Sandwich, Turkey; Sandwich, Vegetable-Based",,Norovirus unknown,Norovirus,Confirmed,26,2,0
2010,February,Connecticut,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,25,0,0
2010,February,North Dakota,School,,,Norovirus genogroup II,Norovirus,Confirmed,25,0,0
2010,March,Florida,Restaurant,"Leaf Lettuce, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,25,0,0
2010,April,Arizona,Residence,Chicken Salad,,Norovirus genogroup II,Norovirus,Confirmed,25,0,0
2010,October,Wisconsin,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,25,0,0
2010,January,Ohio,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,24,0,0
2010,May,Minnesota,Restaurant,"Salad, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,24,0,0
2010,December,Minnesota,Residence; Banquet Facility,Broccoli Salad,Broccoli Salad,Norovirus genogroup II,Norovirus,Confirmed,24,0,0
2010,October,Wisconsin,Restaurant,Coleslaw,,Norovirus genogroup I,Norovirus,Confirmed,23,0,0
2010,February,Oregon,Restaurant,Lettuce,Leaf Lettuce,Norovirus genogroup II,Norovirus,Confirmed,23,0,0
2010,December,Wisconsin,,,,Norovirus genogroup II,Norovirus,Confirmed,23,0,0
2010,April,Virginia,Catering Service,,,Norovirus unknown,Norovirus,Confirmed,23,0,0
2010,December,Virginia,Restaurant,Biscuits,,Norovirus unknown,Norovirus,Confirmed,23,3,0
2010,July,Maryland,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,21,0,0
2010,July,Wisconsin,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,21,1,0
2010,January,Missouri,Restaurant,"Salmon, Unspecified; Italian Tossed Salad",,Norovirus genogroup II,Norovirus,Confirmed,21,0,0
2010,May,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,21,0,0
2010,August,Minnesota,Banquet Facility,"Salad, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,21,0,0
2010,December,Illinois,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,21,1,0
2010,October,Colorado,Assisted Living Facility,,,Norovirus unknown,Norovirus,Confirmed,21,4,1
2010,June,Connecticut,Restaurant,"Tomato (See Fruit); Ground Beef, Hamburger",,Norovirus genogroup I,Norovirus,Confirmed,20,0,0
2010,January,Illinois,Residence,,,Norovirus genogroup II,Norovirus,Confirmed,20,0,0
2010,March,Louisiana,,,,Norovirus,Norovirus,Confirmed,19,0,0
2010,April,Florida,Catering Service,Ice Cream Cake,,Norovirus genogroup II,Norovirus,Confirmed,19,0,0
2010,January,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,18,0,0
2010,April,Minnesota,Catering Service,,,Norovirus,Norovirus,Confirmed,17,0,0
2010,March,Arizona,,,,Norovirus genogroup I,Norovirus,Confirmed,17,0,0
2010,October,New York,Residence,Biscotti; Homemade Pudding Cookie,,Norovirus genogroup II,Norovirus,Confirmed,17,0,0
2010,November,California,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,17,0,0
2010,February,Oregon,Restaurant; Residence,Oysters,Oysters,Norovirus genogroup I,Norovirus,Confirmed,16,0,0
2010,July,Illinois,Banquet Facility,Potato Salad; Bun,,Norovirus genogroup I,Norovirus,Confirmed,16,0,0
2010,July,Wisconsin,Residence,,,Norovirus genogroup I,Norovirus,Confirmed,16,0,0
2010,February,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,16,0,0
2010,March,Connecticut,Banquet Facility,Chicken Picata,,Norovirus genogroup II,Norovirus,Confirmed,16,0,0
2010,March,Minnesota,Religious Facility,,,Norovirus genogroup II,Norovirus,Confirmed,16,0,0
2010,August,Minnesota,Fast Food Restaurant,"Sandwich, Seafood",,Norovirus genogroup II,Norovirus,Confirmed,16,0,0
2010,November,Minnesota,,"Sandwich, Ham/Cheese",,Norovirus genogroup II,Norovirus,Confirmed,16,0,0
2010,January,New York,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,16,0,0
2010,January,Florida,Restaurant,Greek Salad,,Norovirus genogroup II,Norovirus,Confirmed,15,0,0
2010,December,Minnesota,Catering Service,Fruit,,Norovirus genogroup II,Norovirus,Confirmed,15,0,0
2010,November,New Mexico,,Guacamole; Potato Salad,,Norovirus,Norovirus,Confirmed,14,0,0
2010,December,Minnesota,Restaurant,,,Norovirus,Norovirus,Confirmed,14,0,0
2010,February,Wisconsin,Catering Service,,,Norovirus genogroup I,Norovirus,Confirmed,14,0,0
2010,July,Oklahoma,Catering Service,,,Norovirus genogroup I,Norovirus,Confirmed,14,0,0
2010,January,Wisconsin,,,,Norovirus genogroup II,Norovirus,Confirmed,14,0,0
2010,April,Oregon,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,14,0,0
2010,October,Oregon,Residence,Cookies; Grapes; Chips,,Norovirus genogroup II,Norovirus,Confirmed,14,0,0
2010,November,Florida,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,14,1,0
2010,December,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,14,0,0
2010,May,Washington,Catering Service,Salads,,Norovirus,Norovirus,Confirmed,13,0,0
2010,February,Arizona,,,,Norovirus genogroup I,Norovirus,Confirmed,13,0,0
2010,January,Tennessee,Unknown,"Cake, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,13,0,0
2010,April,Florida,Residence,"Beans, Baked; Pork, Bbq",,Norovirus genogroup II,Norovirus,Confirmed,13,0,0
2010,October,Maryland,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,13,0,0
2010,November,Kansas,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,13,0,0
2010,April,Minnesota,Restaurant,,,Norovirus,Norovirus,Confirmed,12,0,0
2010,June,Colorado,Catering Service,"Pre-Packaged Nuts; Cake, Chocolate","Nuts; Nuts, Almonds",Norovirus,Norovirus,Confirmed,12,0,0
2010,April,Illinois,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,12,0,0
2010,October,Oregon,Residence; School,Salami,,Norovirus genogroup I,Norovirus,Confirmed,12,0,0
2010,January,Florida,Residence,Frosting/Icing,,Norovirus genogroup II,Norovirus,Confirmed,12,0,0
2010,March,Florida,Catering Service,,,Norovirus genogroup II,Norovirus,Confirmed,12,0,0
2010,April,North Dakota,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,12,0,0
2010,April,Oregon,Residence,,,Norovirus genogroup II,Norovirus,Confirmed,12,0,0
2010,October,Colorado,Catering Service,"Peppers, Bell; Ranch Dressing; Celery, Unspecified",Peppers; Celery,Norovirus unknown,Norovirus,Confirmed,12,0,0
2010,April,New Jersey,Restaurant,,,Norovirus,Norovirus,Confirmed,11,0,0
2010,January,Florida,Restaurant,Multiple Foods,,Norovirus genogroup II,Norovirus,Confirmed,11,0,0
2010,February,Oregon,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,11,0,0
2010,March,Mississippi,Banquet Facility,Raw Oysters,,Norovirus genogroup II,Norovirus,Confirmed,11,0,0
2010,November,Illinois,Banquet Facility,,,Norovirus genogroup II,Norovirus,Confirmed,11,0,0
2010,December,Ohio,Restaurant,Raw Oysters,,Norovirus genogroup II,Norovirus,Confirmed,11,0,0
2010,December,Texas,,,,Norovirus genogroup II,Norovirus,Confirmed,11,5,0
2010,July,California,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,10,0,0
2010,January,Minnesota,Restaurant,"Sushi, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,10,0,0
2010,January,Tennessee,Restaurant,Speciality Salads,,Norovirus genogroup II,Norovirus,Confirmed,10,0,0
2010,February,Tennessee,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,10,0,0
2010,March,Minnesota,Restaurant,"Pizza, Vegetable",,Norovirus genogroup II,Norovirus,Confirmed,10,0,0
2010,March,Oregon,Residence,,,Norovirus genogroup II,Norovirus,Confirmed,10,0,0
2010,September,Connecticut,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,10,0,0
2010,November,Oregon,Restaurant,Salsa; Diced Chicken,Chicken,Norovirus genogroup II,Norovirus,Confirmed,10,0,0
2010,February,Nevada,,,,Norovirus unknown,Norovirus,Confirmed,10,0,0
2010,May,Arizona,,,,Norovirus genogroup I,Norovirus,Confirmed,9,0,0
2010,December,Connecticut,Restaurant,Spinach Artichoke Dip,,Norovirus genogroup I,Norovirus,Confirmed,9,0,0
2010,January,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,9,0,0
2010,January,Illinois,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,9,0,0
2010,May,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,9,0,0
2010,May,Ohio,Restaurant,Salads,,Norovirus genogroup II,Norovirus,Confirmed,9,0,0
2010,October,Colorado,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,9,0,0
2010,October,Connecticut,Residence,,,Norovirus genogroup II,Norovirus,Confirmed,9,0,0
2010,February,Texas,,,,Norovirus unknown,Norovirus,Confirmed,9,0,0
2010,July,Maryland,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,8,0,0
2010,July,North Dakota,Residence,,,Norovirus genogroup I,Norovirus,Confirmed,8,0,0
2010,December,Ohio,Residence,"Cheese Dip; Vegetable Dip, Unspecified",,Norovirus genogroup I,Norovirus,Confirmed,8,0,0
2010,January,Connecticut,Restaurant; Residence,,,Norovirus genogroup II,Norovirus,Confirmed,8,0,0
2010,January,Connecticut,Fast Food Restaurant,"Sandwich, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,8,0,0
2010,January,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,8,0,0
2010,May,Minnesota,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,8,0,0
2010,September,North Dakota,Residence,,,Norovirus genogroup II,Norovirus,Confirmed,8,0,0
2010,September,Oregon,Banquet Facility,,,Norovirus genogroup II,Norovirus,Confirmed,8,0,0
2010,October,Connecticut,Restaurant,"Chips, Tortilla",,Norovirus genogroup II,Norovirus,Confirmed,8,0,0
2010,December,Arizona,,,,Norovirus genogroup II,Norovirus,Confirmed,8,1,0
2010,December,Wisconsin,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,8,0,0
2010,January,Texas,,,,Norovirus unknown,Norovirus,Confirmed,8,0,0
2010,February,New York,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,8,2,0
2010,March,Colorado,Fast Food Restaurant; Residence; Grocery Store,,,Norovirus unknown,Norovirus,Confirmed,8,0,0
2010,February,Minnesota,Restaurant,,,Norovirus,Norovirus,Confirmed,7,0,0
2010,April,Minnesota,Restaurant,,,Norovirus,Norovirus,Confirmed,7,0,0
2010,October,Pennsylvania,Restaurant,"Sandwich, Hoagie",,Norovirus,Norovirus,Confirmed,7,0,0
2010,January,Arizona,,,,Norovirus genogroup II,Norovirus,Confirmed,7,0,0
2010,January,Minnesota,Restaurant,"Salad, Unspecified",,Norovirus genogroup II,Norovirus,Confirmed,7,0,0
2010,March,Virginia,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,7,0,0
2010,April,Illinois,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,7,0,0
2010,August,Illinois,,Lettuce,Lettuce,Norovirus genogroup II,Norovirus,Confirmed,7,1,0
2010,December,Ohio,Unknown,,,Norovirus genogroup II,Norovirus,Confirmed,7,0,0
2010,July,New York,Restaurant,,,Norovirus genogroup I,Norovirus,Confirmed,6,1,0
2010,January,California,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,6,1,0
2010,January,Minnesota,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,6,0,0
2010,March,Minnesota,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,6,0,0
2010,August,Ohio,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,6,0,0
2010,October,Illinois,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,6,0,0
2010,October,Minnesota,Restaurant,Caesar Salad,,Norovirus genogroup II,Norovirus,Confirmed,6,0,0
2010,May,California,Restaurant,,,Norovirus unknown,Norovirus,Confirmed,6,0,0
2010,September,Rhode Island,Restaurant,,,Norovirus,Norovirus,Confirmed,5,0,0
2010,December,Minnesota,Catering Service,,,Norovirus,Norovirus,Confirmed,5,0,0
2010,June,Connecticut,Restaurant,"Raw Oysters; Salmon, Smoked",,Norovirus genogroup I,Norovirus,Confirmed,5,0,0
2010,January,Maryland,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,5,0,0
2010,March,Maryland,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,5,0,0
2010,April,Arizona,,,,Norovirus genogroup II,Norovirus,Confirmed,5,0,0
2010,May,Illinois,Fast Food Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,5,0,0
2010,May,Kansas,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,5,0,0
2010,October,Kansas,Restaurant,,,Norovirus genogroup II,Norovirus,Confirmed,5,0,0
2010,March,Pennsylvania,Restaurant,,,Norovirus,Norovirus,Confirmed,4,0,0
2010,April,Minnesota,Restaurant,,,Norovirus,Norovirus,Confirmed,4,0,0
2010,January,Arizona,,,,Norovirus genogroup II,Norovirus,Confirmed,4,0,0
2010,January,Florida,Restaurant,House Salad,Cucumber; Leafy Green; Onion; Tomato,Norovirus genogroup II,Norovirus,Confirmed,4,0,0
2010,March,Oregon,Restaurant,Fish Taco,,Norovirus genogroup II,Norovirus,Confirmed,4,0,0
2010,May,Arizona,,,,Norovirus genogroup II,Norovirus,Confirmed,4,0,0
